ID,POS,Name,ORG,Lev,Age,T,OVR,POT,LEA,AD,WE,INT,Prone,STU,CON,PBABIP,HRR,STU vL,CON vL,PBABIP vL,HRR vL,STU vR,CON vR,PBABIP vR,HRR vR,STU P,CON P,PBABIP P,HRR P,KN,KNP,PIT,STM,HLD
38458,RP,CLINT BREVOORT,MIN,MLB,24,R,80,80,N,N,N,N,Normal,70,55,50,70,70,55,50,70,65,55,50,70,70,55,50,70,-,-,2,25,75
37712,SP,KIRK BROWDER,STL,AAA,25,R,80,80,N,N,N,N,Fragile,50,70,55,70,50,75,55,70,50,70,55,65,50,70,55,70,-,-,5,45,65
36821,RP,HECTOR CABRERA,WAS,MLB,24,L,80,80,N,H,H,L,Durable,80,50,50,65,80,55,55,80,75,50,50,60,80,65,50,65,-,-,2,30,70
24149,RP,LUÍS CALVES,ANA,MLB,24,R,80,80,N,N,N,L,Fragile,80,45,50,80,75,45,45,80,80,45,55,80,80,45,50,80,-,-,2,35,70
40986,SP,MACERIO CARMONA,COL,MLB,27,R,80,80,N,N,H,L,Fragile,55,70,60,65,55,70,60,65,55,70,60,65,60,70,60,70,-,-,5,60,35
37557,SP,CARTER CARPENTER,KCM,MLB,26,R,80,80,L,N,L,N,Fragile,50,50,55,70,50,50,55,70,50,50,55,70,70,50,55,75,-,-,4,50,55
33529,SP,DEREK CARPOZA,KCR,MLB,25,R,80,80,L,H,N,N,Normal,50,55,55,65,50,55,50,60,50,55,55,65,55,55,55,65,-,-,4,50,35
31440,SP,STAR CARRANZA,BOS,MLB,25,L,80,80,L,N,H,N,Fragile,55,55,50,65,55,55,50,65,55,55,50,65,55,55,50,65,-,-,3,45,75
37638,SP,ASH CECE,KCR,MLB,26,R,80,80,N,H,N,N,Durable,55,55,55,70,55,55,55,65,55,55,55,70,55,55,55,70,-,-,5,45,60
13944,RP,ERIK CEDEÑO,HOU,MLB,24,R,80,80,N,N,H,H,Normal,60,55,50,70,50,50,50,65,70,55,50,70,75,55,50,70,-,-,3,20,40
30623,CL,CHENG-KUN CHOI,STL,MLB,24,R,80,80,L,N,N,N,Fragile,65,75,55,65,60,75,55,60,70,75,60,70,65,75,55,65,-,-,3,30,50
38258,SP,CHIEH-JUI CHU,ATL,MLB,26,R,80,80,N,N,N,N,Normal,60,80,65,70,60,80,65,70,60,80,65,70,60,80,65,70,-,-,4,55,45
29652,RP,WALTON CLEMONS,HOU,MLB,25,R,80,80,H,N,H,L,Fragile,80,60,55,50,80,60,50,50,80,60,55,55,80,60,55,50,-,-,2,30,30
31425,SP,ANTÓNIO CORBELLI,COL,MLB,25,R,80,80,N,H,N,N,Normal,50,60,50,55,50,60,50,55,50,60,50,55,50,60,50,55,-,-,4,50,55
38309,SP,SIMÓN CORONEL,SF,MLB,26,R,80,80,N,N,H,L,Fragile,50,55,50,55,50,55,50,55,50,55,50,55,55,55,50,55,-,-,4,50,55
24403,RP,LEE COYNE,MIN,MLB,23,R,80,80,N,N,H,N,Fragile,75,55,50,55,80,55,50,55,75,55,50,55,75,60,50,55,-,-,3,35,55
40767,SP,BORTOLOMO CRAINE,BAL,MLB,25,R,80,80,L,N,N,N,Normal,50,55,50,50,50,55,50,50,50,55,55,55,55,55,50,50,-,-,3,55,55
27301,RP,JOSH DAO,CLE,MLB,24,R,80,80,N,H,H,H,Normal,60,55,55,60,55,55,50,55,65,60,55,65,65,55,55,60,-,-,2,25,50
39644,CL,JAMAL DARSHA,LAD,MLB,25,L,80,80,H,H,H,N,Durable,75,75,50,50,80,80,55,60,70,75,50,50,75,75,50,50,-,-,3,30,75
40587,SP,CARLO DE LA SIERRA,LAD,MLB,26,R,80,80,N,N,N,N,Fragile,60,55,50,55,55,50,50,50,65,55,50,60,60,55,50,55,-,-,3,45,45
36504,SP,FACUNDO DE LEÓN,KCM,MLB,28,R,80,80,H,L,H,N,Iron Man,45,65,55,65,45,60,50,60,45,65,55,70,45,65,55,70,-,-,3,70,60
35528,SP,BENOÎT DESJARDINS,FLA,MLB,25,L,80,80,N,H,H,N,Normal,50,55,50,70,50,55,50,70,50,55,50,70,50,55,50,70,-,-,4,55,80
38286,RP,ALBERTO DI BIASE,ARI,MLB,26,R,80,80,N,N,H,N,Iron Man,80,55,55,65,80,55,55,70,80,55,55,65,80,55,55,70,-,-,2,25,50
27233,SP,COLT DIAZ,PIT,MLB,24,R,80,80,H,H,N,H,Normal,45,55,50,60,45,55,50,55,45,55,55,65,50,55,50,60,-,-,4,55,35
33684,SP,JONAS DRIGGERS,ARI,MLB,25,R,80,80,L,N,L,H,Fragile,55,70,60,55,55,70,55,55,60,75,60,55,60,70,60,55,-,-,5,60,35
38361,RP,LODHI EL-RASIL,ANA,MLB,25,R,80,80,N,H,N,N,Fragile,80,50,55,70,70,50,50,60,80,55,55,80,80,50,55,70,-,-,2,25,65
40906,RP,ALEX ELFERS,CIN,MLB,25,R,80,80,N,N,N,N,Fragile,80,50,55,55,80,50,55,55,80,50,55,55,80,50,55,55,-,-,3,45,60
34149,SP,JIM ENGLISH,OAK,MLB,25,R,80,80,N,H,N,N,Normal,50,70,50,65,50,65,45,55,55,70,50,70,50,70,50,65,-,-,4,65,50
31995,RP,ZACH ERICKSEN,HOU,MLB,25,L,80,80,N,H,N,N,Normal,70,60,50,60,70,60,50,60,75,60,50,60,70,60,50,60,-,-,4,30,55
37641,RP,AUSTIN ESKENAZI,CWS,MLB,26,R,80,80,N,N,N,N,Fragile,80,65,55,50,80,65,50,50,80,65,55,50,80,65,55,50,-,-,3,30,40
36092,RP,SAMMY ESPANA,MON,MLB,26,R,80,80,N,N,H,H,Fragile,70,50,50,55,50,50,45,50,80,55,55,65,70,50,50,55,-,-,2,25,50
36042,SP,BENJAMIN FAULK,MIL,MLB,26,L,80,80,N,N,N,H,Normal,60,60,50,65,60,65,50,65,55,60,50,65,60,60,50,65,-,-,4,45,80
41030,SP,JETT FLORES,TB,MLB,25,R,80,80,L,H,N,N,Fragile,50,55,55,65,50,55,55,60,55,60,55,65,55,55,55,65,-,-,3,30,35
22743,CL,MÁRIO FUENTES,MIN,MLB,28,R,80,80,L,N,L,N,Fragile,60,55,55,70,55,55,55,70,60,55,55,75,65,55,55,70,-,-,2,35,70
34603,SP,KENNY FUGIEL,CLE,MLB,24,R,80,80,N,H,N,N,Fragile,45,65,50,65,45,65,50,65,45,70,50,70,45,75,50,65,-,-,4,45,45
15573,SP,REX GALENSKI,PIT,MLB,35,R,80,80,N,N,N,L,Durable,45,75,50,55,45,70,50,55,45,75,50,60,45,75,50,55,-,-,3,70,55
40584,SP,ELDER GALICIA,CLE,MLB,25,R,80,80,N,N,N,L,Fragile,60,60,45,55,60,55,45,50,60,60,45,55,60,60,45,55,-,-,3,50,55
34045,RP,ROY GALVEZ,TEX,MLB,25,R,80,80,N,N,H,N,Normal,60,55,50,60,55,55,50,60,60,55,50,60,60,55,50,60,-,-,4,55,60
29613,RP,JEREMY GAMBLE,OAK,MLB,25,R,80,80,N,H,N,N,Normal,75,50,50,60,65,50,50,55,80,50,55,65,75,50,50,60,-,-,2,25,55
34647,RP,LEVERETT GERWIG,TEX,MLB,26,R,80,80,N,L,N,N,Fragile,70,50,50,55,70,50,50,55,70,50,50,55,80,50,50,55,-,-,3,30,60
34627,SP,PEPÉ GIAMPÀ,NYM,MLB,26,R,80,80,N,N,N,L,Durable,50,65,55,70,50,65,55,70,50,65,60,75,50,65,55,80,-,-,6,40,55
33441,SP,JEFFREY GIRDWOOD,MIL,MLB,26,R,80,80,L,L,L,N,Normal,55,50,55,65,55,50,55,65,60,50,55,65,60,50,55,65,-,-,4,55,80
27572,SP,DYLAN GLASSCOCK,FLA,MLB,24,R,80,80,L,L,L,L,Fragile,55,65,55,50,55,65,55,50,55,65,55,50,65,65,55,50,-,-,3,60,80
38836,SP,SHANE GRETZINGER,BOS,MLB,23,R,80,80,N,N,N,N,Normal,50,70,50,65,45,70,50,65,50,70,50,70,50,70,50,65,-,-,3,55,55
39143,RP,GABE GRUBB,TB,MLB,25,R,80,80,H,H,N,N,Durable,75,55,50,65,60,55,50,55,80,55,55,70,75,55,50,70,-,-,2,30,40
37615,RP,RYAN HAAS,TEX,MLB,23,R,80,80,N,N,N,N,Normal,55,55,50,70,50,55,50,55,70,60,55,75,80,55,50,70,-,-,2,25,55
31360,SP,CAMERON HANNA,MON,MLB,25,L,80,80,N,L,N,H,Normal,50,60,55,70,55,65,60,80,50,60,55,65,50,60,55,70,-,-,5,35,40
36747,RP,BOBBY HARBACH,HOU,MLB,26,R,80,80,N,N,N,N,Fragile,55,65,55,65,55,65,55,65,55,65,50,65,60,65,55,65,-,-,2,30,50
33169,SP,KOLTEN HEDDEN,DET,MLB,26,R,80,80,N,N,N,H,Normal,60,75,55,50,60,70,55,50,60,75,55,50,65,80,55,50,-,-,5,35,50
40640,CL,ELÍAS HERNÁNDEZ,ATL,MLB,27,R,80,80,N,N,N,N,Fragile,80,45,55,55,80,45,50,50,80,45,55,60,80,45,55,55,-,-,2,25,35
36523,SP,HERNÁN HERRERA,BOS,MLB,26,R,80,80,N,N,N,N,Fragile,50,55,45,60,50,55,45,60,50,55,50,55,50,55,45,60,-,-,4,50,45
32450,SP,JULIAN HICKS,SF,MLB,24,L,80,80,N,N,N,H,Fragile,60,50,50,55,60,50,50,55,60,50,50,55,65,50,50,55,-,-,5,35,80
40892,RP,CHING-WEI HO,WAS,MLB,24,R,80,80,N,H,N,H,Normal,55,55,50,70,65,55,50,75,55,55,50,65,70,55,50,70,-,-,2,25,80
32363,RP,CHUN-JIE HO,MIL,MLB,25,R,80,80,H,L,N,N,Fragile,70,65,55,50,60,60,50,45,80,65,60,50,80,65,55,50,-,-,2,30,65
37681,CL,AVERY HOOPER,TEX,MLB,27,R,80,80,N,N,N,N,Durable,80,60,55,75,80,60,55,75,80,65,55,80,80,60,55,75,-,-,2,30,35
39221,SP,MIGEL IRIZARRY,STL,MLB,23,R,80,80,N,N,N,N,Normal,40,80,55,75,40,80,55,75,45,80,55,80,45,80,55,80,-,-,5,55,60
17460,RP,ROBERTO JARRIN,MIN,MLB,27,R,80,80,N,N,N,N,Normal,70,45,55,70,75,45,55,70,65,45,55,65,80,50,55,75,-,-,2,25,40
32149,SP,HUGH JAUREGUI,DET,MLB,25,R,80,80,N,N,N,N,Fragile,50,55,50,55,50,55,45,55,50,55,50,60,50,55,50,60,-,-,4,55,55
40671,SP,SALVADOR JIMÉNEZ,NYY,MLB,25,L,80,80,L,H,N,L,Durable,55,65,55,65,55,65,55,65,55,65,55,60,55,65,55,65,-,-,5,50,70
34053,SP,D.J. JONES,SD,MLB,25,R,80,80,N,N,N,N,Normal,50,55,50,55,55,55,50,55,50,55,50,55,50,55,50,55,-,-,4,60,70
31998,CL,JACK JONES,MIL,MLB,25,R,80,80,N,N,N,H,Normal,65,75,60,80,60,70,55,80,75,75,65,80,75,75,60,80,-,-,2,35,65
38632,SP,SETH JONES,PIT,MLB,24,L,80,80,L,N,N,H,Durable,50,60,50,55,50,60,50,55,50,60,50,55,70,65,50,60,-,-,5,45,70
31132,SP,SHELDON JONES,HOU,MLB,25,R,80,80,N,H,N,N,Normal,50,55,45,60,50,55,45,60,50,55,50,60,50,60,45,65,-,-,6,40,55
30983,SP,MARC JOPSON,CWS,MLB,25,L,80,80,N,N,N,H,Fragile,50,65,50,65,50,70,50,70,50,65,50,60,55,70,50,65,-,-,5,65,75
38105,RP,IAN JOYCE,BAL,MLB,24,R,80,80,N,N,N,N,Normal,70,50,50,75,50,45,45,55,80,50,55,80,80,50,50,80,-,-,2,20,30
36357,RP,JEREMIAH KAPITAN,PHI,MLB,22,L,80,80,N,H,N,H,Normal,70,45,55,60,80,50,70,80,55,45,55,55,70,50,55,65,-,-,2,25,80
33293,RP,MAX KINNISON,TEX,MLB,24,R,80,80,N,H,H,N,Normal,80,50,55,55,60,45,50,50,80,50,55,65,80,50,55,55,-,-,2,25,55
33090,SP,YU-CHEN KU,MON,AAA,24,L,80,80,N,N,H,N,Fragile,45,70,45,55,45,70,45,55,45,70,45,55,50,70,45,55,-,-,3,60,65
33589,RP,A.J. KUMADA,HOU,MLB,25,R,80,80,N,N,N,H,Normal,70,55,45,55,55,55,45,50,80,55,50,65,70,55,45,55,-,-,2,25,70
27275,SP,JAN KÖSTER,CLE,MLB,24,R,80,80,H,H,H,N,Fragile,50,55,50,55,50,55,50,55,50,55,50,55,55,55,50,55,-,-,5,60,55
41052,SP,SIEGBERT LANGE,SD,MLB,25,R,80,80,L,H,N,N,Fragile,65,60,55,70,55,60,55,65,75,65,60,75,65,60,55,70,-,-,5,50,55
33969,SP,J.L. LAPLANTE,NYM,MLB,25,R,80,80,N,N,N,N,Fragile,50,55,50,55,55,55,50,55,50,55,50,55,60,55,50,55,-,-,5,75,55
32120,SP,RICHIE LAUGHLIN,OAK,MLB,25,R,80,80,H,N,H,N,Normal,45,60,55,55,45,60,55,55,45,65,55,55,50,65,55,55,-,-,4,50,60
38275,SP,RON LENIHAN,PHI,MLB,26,R,80,80,H,H,H,L,Fragile,70,50,55,60,70,50,50,60,70,50,55,60,80,50,55,60,-,-,5,35,60
24813,RP,PATRIK LICHARD,OAK,AAA,24,R,80,80,N,N,N,N,Fragile,55,55,50,70,55,55,50,70,55,55,50,65,55,55,50,70,-,-,3,50,35
38528,SP,TRISTEN LUNSFORD,KCR,MLB,26,R,80,80,N,N,H,H,Normal,50,55,50,60,50,55,50,55,55,55,55,65,50,55,50,60,-,-,3,40,55
41036,SP,CARLO MAHAN,FLA,MLB,25,R,80,80,N,H,N,H,Normal,50,60,50,55,50,55,50,55,50,60,50,55,50,60,50,55,-,-,5,65,35
38504,RP,DURGHA MALIKZADA,FLA,MLB,26,R,80,80,N,N,N,N,Iron Man,80,55,50,60,80,55,50,60,80,55,50,60,80,55,50,60,-,-,2,25,40
37582,SP,RYON MALONE,ATL,MLB,26,L,80,80,N,N,N,N,Fragile,55,50,50,60,60,50,55,70,55,50,50,55,55,50,50,60,-,-,3,40,75
34002,CL,YUSIF MAMMADOV,KCM,MLB,25,R,80,80,N,N,N,N,Normal,80,35,50,80,80,35,50,75,80,35,50,80,80,35,50,80,-,-,3,30,60
39460,SP,RAMON MANRIQUEZ,CHC,AAA,23,R,80,80,N,N,H,N,Normal,55,50,50,60,55,50,50,60,55,50,50,60,55,50,50,65,-,-,5,55,65
29446,SP,STINKY MARES,SD,MLB,25,L,80,80,H,N,N,N,Durable,65,55,50,45,65,55,50,45,65,55,50,45,65,55,50,45,-,-,4,55,60
38591,RP,CARL MCBETH,NYM,MLB,25,R,80,80,N,N,H,H,Fragile,80,65,55,70,80,65,55,70,80,70,55,70,80,65,55,70,-,-,5,30,40
38715,SP,CHARLIE MCCARTHY,ARI,MLB,26,R,80,80,L,N,N,L,Fragile,65,40,50,65,65,40,50,65,65,40,50,65,65,40,50,65,-,-,4,55,65
40068,RP,CHASE MCCAULEY,ARI,MLB,27,L,80,80,N,N,N,H,Durable,50,80,55,65,55,80,65,80,45,80,55,60,50,80,55,65,-,-,3,30,80
39676,SP,B.J. MICHALSKI,ARI,MLB,24,L,80,80,N,H,N,H,Fragile,50,65,55,80,50,65,55,80,50,65,55,80,50,65,55,80,-,-,5,50,80
38901,SP,BILL MICHELS,ANA,MLB,26,R,80,80,N,N,N,H,Durable,50,60,55,70,45,55,50,65,55,60,55,80,50,60,55,70,-,-,5,50,65
33987,SP,JOSH MINTO,FLA,MLB,25,R,80,80,N,N,N,N,Normal,55,65,50,50,50,60,50,45,65,65,55,50,55,65,50,50,-,-,5,50,65
38905,SP,DEREK MINTZ,TB,MLB,23,R,80,80,N,N,H,N,Fragile,55,60,55,75,50,55,55,75,55,60,60,80,75,70,55,80,-,-,5,75,45
13730,SP,MIGUEL MIRON,CWS,MLB,25,L,80,80,L,N,N,N,Normal,50,55,50,55,50,55,50,55,50,55,50,55,65,55,50,55,-,-,5,55,70
34515,CL,MAXIMILIANO MONCADA,SEA,MLB,26,R,80,80,N,H,N,N,Normal,80,50,50,65,75,50,50,60,80,50,55,70,80,50,50,70,-,-,2,25,60
30174,RP,CARLO MONTEVERDI,FLA,MLB,25,R,80,80,N,H,N,N,Fragile,70,50,50,65,65,50,50,60,70,50,50,65,70,50,50,65,-,-,3,25,50
37944,RP,EMERSON MURALLES,PHI,MLB,25,R,80,80,N,H,N,H,Fragile,65,50,55,65,60,50,55,65,70,50,55,65,65,50,55,65,-,-,4,55,40
32409,SP,CALVIN NEILSEN,FLA,MLB,25,R,80,80,N,H,H,N,Normal,50,55,50,65,50,55,50,60,50,55,50,65,50,55,50,65,-,-,4,50,50
38903,SP,NEEL NESMITH,OAK,AAA,22,R,80,80,L,L,H,N,Normal,50,50,55,55,50,50,55,50,55,55,55,60,60,70,55,65,-,-,5,75,50
38683,CL,THOMAS NEWALL,CIN,MLB,26,R,80,80,L,H,N,N,Normal,80,65,55,50,80,65,55,50,80,65,55,50,80,70,55,60,-,-,2,25,35
31003,SP,MAX NIEMEYER,OAK,MLB,25,R,80,80,N,L,N,N,Normal,60,55,50,55,60,55,50,55,60,55,50,55,65,55,50,55,-,-,4,50,40
40988,SP,FUZZY NOTHSTEIN,SD,MLB,25,R,80,80,N,L,N,L,Normal,60,60,50,55,55,60,50,50,65,65,50,55,65,60,50,55,-,-,6,45,55
31357,SP,ALFONZO NUNEZ,CIN,MLB,26,R,80,80,N,N,N,N,Durable,50,55,50,60,50,55,50,60,50,55,50,60,55,55,50,60,-,-,4,50,55
40495,CL,MARCONI ORTEGA,MIL,MLB,25,L,80,80,L,H,N,H,Fragile,70,65,50,55,75,70,55,60,65,65,50,55,70,65,50,55,-,-,5,50,65
35934,SP,PONCE ORTEGA,ANA,MLB,26,R,80,80,N,H,N,H,Fragile,50,50,50,60,50,50,50,60,50,55,55,60,55,55,50,60,-,-,6,50,45
36586,SP,TONY OSES,CWS,MLB,25,L,80,80,N,N,N,N,Normal,75,70,55,80,80,75,60,80,70,70,55,75,75,70,55,80,-,-,6,55,60
41087,RP,MING-HSU PAN,WAS,MLB,29,L,80,80,N,H,N,L,Normal,75,50,55,55,75,50,55,55,75,50,55,55,80,50,55,60,-,-,2,35,55
33617,SP,AARON PAREDES,MIN,MLB,21,R,80,80,N,N,H,L,Normal,50,70,55,80,50,65,55,75,50,70,55,80,50,70,55,80,-,-,5,60,35
39601,SP,TAE-HOON PARK,ANA,MLB,25,R,80,80,H,N,H,H,Normal,55,55,50,60,50,55,50,55,55,55,55,65,55,55,50,60,-,-,4,40,40
31299,CL,ALVIN PATTERSON,KCM,MLB,25,R,80,80,N,H,N,N,Fragile,75,55,55,65,75,55,55,65,75,55,55,65,75,55,55,70,-,-,2,25,40
33209,SP,HARRISON PELATA,MIN,MLB,25,R,80,80,H,H,N,H,Normal,75,65,55,55,75,60,50,55,75,65,55,55,75,65,55,55,-,-,4,50,80
40777,CL,BARRY PERDOMO,COL,MLB,26,R,80,80,N,N,N,N,Normal,80,55,50,70,75,55,50,70,80,55,50,75,80,55,50,70,-,-,2,25,75
40064,SP,BROCK PEREIRA,KCM,MLB,28,R,80,80,L,H,L,N,Durable,50,55,60,65,50,50,60,60,50,55,60,65,50,55,60,65,-,-,3,55,40
35362,SP,BARTOLOMEU PEÑA,FLA,MLB,26,R,80,80,N,N,H,H,Iron Man,55,50,50,65,55,50,50,60,60,50,50,70,55,50,50,65,-,-,3,55,70
35195,RP,TOMAS PINEDA,OAK,MLB,25,L,80,80,N,H,H,L,Fragile,65,45,55,75,65,45,55,70,65,45,55,75,70,45,55,75,-,-,4,55,65
39597,SP,TYLER PONGRATZ,KCR,MLB,23,L,80,80,N,H,H,N,Normal,65,55,55,65,70,55,55,70,60,55,55,65,70,60,55,70,-,-,5,35,80
32638,SP,AGNITEJAS PRABHAT,MIN,MLB,25,R,80,80,N,H,N,N,Durable,55,55,55,65,50,55,50,60,55,55,55,70,55,55,55,65,-,-,4,35,55
34618,CL,WENDELL PRONIO,HOU,MLB,25,R,80,80,H,H,H,N,Durable,80,65,55,70,70,60,50,65,80,65,55,80,80,65,55,70,-,-,2,25,75
29792,SP,MAXIMO QUIROA,OAK,MLB,25,R,80,80,N,N,H,N,Normal,60,75,55,55,60,70,55,55,65,75,55,60,60,75,55,55,-,-,6,45,70
34609,SP,CECILIO RAMOS,COL,MLB,26,L,80,80,N,N,H,H,Normal,70,80,60,75,70,80,60,80,70,80,60,75,70,80,60,75,-,-,4,45,75
35074,RP,IGNACIO RAMOS,COL,MLB,26,R,80,80,N,N,N,L,Durable,80,50,55,55,80,50,55,60,80,50,55,55,80,50,55,55,-,-,2,30,50
35042,CL,EMILIO REDI,NYM,MLB,25,R,80,80,N,N,H,N,Normal,80,65,55,80,80,60,55,70,80,65,60,80,80,65,55,80,-,-,2,25,60
28563,SP,MILES RICHEY,ANA,MLB,24,L,80,80,L,L,N,N,Normal,55,50,55,55,55,55,55,55,55,50,55,55,65,50,55,55,-,-,5,40,70
31980,SP,KURT RILEY JR.,NYM,MLB,25,R,80,80,N,N,N,L,Normal,75,80,65,70,70,80,60,65,75,80,70,75,75,80,65,70,-,-,6,55,40
31796,RP,BRANDON ROBBINS,NYY,MLB,25,R,80,80,H,N,H,N,Fragile,60,60,50,65,60,60,50,65,60,60,55,65,60,60,50,70,-,-,4,30,40
23973,SP,RAIDEN RODGERS,KCM,AAA,24,L,80,80,H,H,H,N,Fragile,50,55,50,65,50,55,50,70,50,55,50,65,50,55,50,65,-,-,5,35,70
27366,CL,LUÍS RODRÍGUEZ,ATL,MLB,24,R,80,80,N,H,N,N,Fragile,80,45,50,50,80,45,45,50,80,45,50,55,80,45,50,50,-,-,2,25,30
30498,SP,AMBUNIDHI SAGAR,PHI,MLB,25,R,80,80,N,H,H,N,Normal,55,55,55,60,55,55,55,60,55,55,55,60,55,55,55,60,-,-,4,35,65
8974,SP,INOCENTE SALDANA,TEX,MLB,29,R,80,80,L,N,L,N,Iron Man,50,75,60,55,50,75,60,55,50,80,60,60,65,80,60,65,-,-,5,75,75
38525,CL,KENNY SANDIFORD,PIT,MLB,26,R,80,80,N,N,N,N,Fragile,60,65,55,80,60,65,55,80,60,65,55,80,60,65,55,80,-,-,2,40,65
37083,SP,COOPER SAYERS,TOR,MLB,28,R,80,80,N,N,N,N,Normal,50,60,55,50,50,60,50,50,55,60,55,50,70,65,55,65,-,-,4,60,50
34447,SP,NICOLAS SCHEMBER,HOU,MLB,25,R,80,80,N,H,N,L,Normal,70,50,60,70,60,50,60,65,80,50,65,70,70,50,60,70,-,-,5,65,60
33174,SP,SHILOH SCHMIDT,TB,MLB,24,R,80,80,L,H,L,N,Durable,50,55,55,60,45,55,55,60,50,55,55,60,55,60,55,60,-,-,3,50,60
30882,SP,A.J. SCHNEIDER,BAL,MLB,24,R,80,80,N,N,N,N,Normal,50,50,50,70,50,50,50,65,50,50,50,70,55,50,50,70,-,-,5,80,65
38285,RP,JOHN SCHNEIDER,OAK,MLB,27,R,80,80,N,N,N,N,Durable,80,55,55,70,80,55,55,70,80,55,55,70,80,55,55,70,-,-,4,25,35
34518,SP,FINN SCHREITER,TEX,MLB,26,R,80,80,L,N,N,H,Fragile,50,60,55,55,50,60,55,55,50,60,55,55,50,60,55,55,-,-,4,45,70
38607,SP,BOBBY SCHROEDER,STL,MLB,25,R,80,80,L,L,L,L,Normal,50,60,50,55,50,60,50,55,50,60,50,55,50,60,50,55,-,-,3,60,35
36696,RP,LEE SEDDIK,SEA,MLB,25,R,80,80,N,N,N,H,Durable,75,60,50,50,55,55,45,50,80,65,50,55,75,65,50,50,-,-,2,35,55
32265,SP,DAVID SHANK,TEX,MLB,25,R,80,80,H,N,H,N,Fragile,55,75,60,65,55,75,55,60,65,80,70,70,60,75,60,70,-,-,5,40,55
38287,SP,ALEXANDER SMITH,STL,MLB,26,R,80,80,N,N,N,L,Fragile,55,60,55,60,50,60,55,60,55,60,55,65,55,60,55,60,-,-,4,40,40
38283,SP,JONAH SMYTH,TB,MLB,25,R,80,80,L,N,H,H,Durable,55,55,60,75,55,55,55,70,60,55,65,80,60,60,60,75,-,-,5,55,65
38344,RP,SEBASTIAN SPAGNA,OAK,AAA,26,L,80,80,N,H,H,N,Fragile,60,65,55,50,75,70,60,65,55,65,50,50,60,65,55,50,-,-,2,45,75
32842,SP,KURT SPATES,ARI,MLB,25,R,80,80,N,N,N,N,Normal,55,60,55,60,50,60,50,55,55,65,55,65,55,60,55,60,-,-,4,55,35
31433,SP,WYATT SPIRES,COL,MLB,25,L,80,80,N,N,N,N,Fragile,50,55,45,55,50,55,45,55,50,55,45,55,55,55,45,55,-,-,4,55,65
