//id, del, team_id, Team Name, League Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, GB Batter type, FB Batter type, speed, steal rate, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, pbabip, lahman_id, bbref_id, bbrefminors_id, twitter_handle, Catcher Framing, Velo Pot,
307,0,5,Albuquerque Tempest,Baseline League,Goughnour,Lancelot,,28,20,10,1998,206,The United States,50069,Michigan City,4,194,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,1,0,19,1,2,38,100,100,448,400,448,400,448,400,5,3,1,100,111,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.227,0,0,11,45,154,5,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,1,451,435,420,430,420,0,0,0,0,0,0,0,0,435,420,430,420,0,0,0,0,0,0,0,0,0,109,,,,,2,10,eol
287,0,3,Tucson Hurons,Baseline League,Holcombe,Pat,,26,13,10,1998,206,The United States,4992,Austin,4,187,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,0,0,1,1,4,1,100,100,424,426,423,426,424,428,5,3,1,100,42,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.231,0,0,13,39,153,5,3015000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,1,351,340,350,350,350,0,0,0,0,0,0,0,0,340,360,360,360,0,0,0,0,0,0,0,0,0,106,,,,,8,11,eol
690,0,1,Las Vegas Orioles,Baseline League,Diaz,Dave,,16,12,1,1998,210,Venezuela,47987,Maracaibo,5,190,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,0,0,10,27,8,3,100,100,278,408,278,408,278,408,5,3,1,100,16,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.252,0,0,26,43,146,5,12500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,1,395,407,400,400,400,0,0,0,0,0,0,0,0,407,400,400,400,0,0,0,0,0,0,0,0,0,104,,,,,1,10,eol
246,0,15,Los Angeles Daredevils,Baseline League,McLellan,Jimmy,,31,11,1,1998,206,The United States,45171,Lewisville,4,201,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,0,11,21,21,1,100,100,285,433,285,433,285,433,5,3,1,100,9,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.248,0,0,26,38,152,5,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,1,422,410,410,416,410,0,0,0,0,0,0,0,0,410,410,416,410,0,0,0,0,0,0,0,0,0,106,,,,,1,10,eol
208,0,11,San Francisco Ramblers,Baseline League,Hight,Bill,,17,23,12,1998,206,The United States,15212,Corsicana,4,177,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,1,0,11,14,3,15,100,100,412,376,411,376,414,378,5,3,1,100,85,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.238,0,0,14,51,146,5,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1,420,400,410,415,410,0,0,0,0,0,0,0,0,400,410,415,410,0,0,0,0,0,0,0,0,0,101,,,,,3,9,eol
1706,0,10,Portland Apple Sox,Baseline League,Durgin,Steve,,16,16,3,1998,206,The United States,59786,Pocatello,4,179,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,0,1,4,15,1,1,100,100,67,406,67,406,67,406,5,3,1,100,89,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.261,0,0,43,43,136,5,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,1,443,440,420,420,420,0,0,0,0,0,0,0,0,440,420,420,420,0,0,0,0,0,0,0,0,0,155,,,,,9,10,eol
206,0,19,Boston Slammers,Baseline League,Altman,Pat,,14,14,12,1998,206,The United States,17912,Catalina Foothills,4,184,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,0,0,5,15,5,1,100,100,419,441,419,441,419,441,5,3,1,100,132,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.222,0,0,13,36,137,5,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,1,323,299,280,280,280,0,0,0,0,0,0,0,0,299,280,280,280,0,0,0,0,0,0,0,0,0,153,,,,,8,10,eol
251,0,29,Brooklyn Jaguars,Baseline League,Everett,Dakota,,12,2,9,1998,206,The United States,14038,Clearwater,4,199,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,1,8,25,5,1,100,100,365,417,365,417,365,417,5,3,1,100,157,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.246,0,0,18,41,134,5,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,1,403,405,400,400,400,0,0,0,0,0,0,0,0,405,400,400,400,0,0,0,0,0,0,0,0,0,110,,,,,9,11,eol
291,0,27,Jersey City Timberjacks,Baseline League,White,Mike,,17,8,2,1998,206,The United States,25217,Fort Drum,4,186,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,2,0,4,8,6,1,100,100,377,414,377,414,377,414,5,3,1,100,95,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.271,0,0,17,42,123,5,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,1,396,409,400,400,400,0,0,0,0,0,0,0,0,409,400,400,400,0,0,0,0,0,0,0,0,0,63,,,,,9,10,eol
340,0,32,Charlotte Copperheads,Baseline League,Mollison,Josh,,31,12,1,1998,206,The United States,620,Aiea,4,184,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,1,0,33,13,13,54,100,100,437,294,437,294,437,294,5,3,1,100,22,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.239,0,0,12,71,135,5,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,1,447,440,420,420,423,0,0,0,0,0,0,0,0,440,420,420,423,0,0,0,0,0,0,0,0,0,108,,,,,11,10,eol
302,0,17,Detroit Arsenal,Baseline League,Barbella,Steve,,4,15,11,1998,206,The United States,36925,Kansas City,4,191,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,0,0,1,1,3,1,100,100,414,431,414,431,414,431,5,3,1,100,162,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.245,0,0,13,38,127,5,6090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,1,439,450,420,420,421,0,0,0,0,0,0,0,0,450,420,420,421,0,0,0,0,0,0,0,0,0,108,,,,,8,10,eol
135,0,20,Indianapolis Quakers,Baseline League,Smith,Joel,,24,27,1,1998,206,The United States,29790,Greenwood,4,176,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,0,0,7,23,3,1,100,100,436,460,436,460,436,460,5,3,1,100,126,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.212,0,0,12,32,153,5,13500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,1,478,435,445,430,430,0,0,0,0,0,0,0,0,435,445,430,430,0,0,0,0,0,0,0,0,0,154,,,,,3,10,eol
456,0,21,Chicago Broncos,Baseline League,Cox,Greg,,22,27,9,1998,206,The United States,112247,Island Walk,4,187,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,0,21,22,5,29,100,100,436,436,436,436,436,436,5,3,1,100,92,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.228,0,0,12,37,151,5,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,1,445,420,420,422,420,0,0,0,0,0,0,0,0,420,420,422,420,0,0,0,0,0,0,0,0,0,113,,,,,9,10,eol
558,0,18,Memphis Barbarians,Baseline League,Winstead,Michael,,14,6,5,1998,206,The United States,8533,Bend,4,192,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,0,1,8,25,4,2,100,100,437,427,437,427,437,427,5,3,1,100,36,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.233,0,0,12,39,133,5,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,1,439,450,420,420,421,0,0,0,0,0,0,0,0,450,420,420,421,0,0,0,0,0,0,0,0,0,124,,,,,6,10,eol
48,0,26,Houston Aeros,Baseline League,Bink,Nick,,16,12,2,1998,206,The United States,12762,Burrillville,4,180,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,0,0,13,12,7,17,100,100,415,480,415,480,415,480,5,3,1,100,95,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.225,0,0,13,28,163,5,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,1,421,420,420,420,404,0,0,0,0,0,0,0,0,420,420,420,404,0,0,0,0,0,0,0,0,0,109,,,,,9,11,eol
550,0,22,Tulsa Flying Squirrels,Baseline League,Perez,Fernando,,15,12,12,1998,145,Panama,70450,San Miguelito,5,177,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,0,1,12,16,3,15,100,100,405,422,406,422,402,422,5,3,1,100,111,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.248,0,0,14,40,153,5,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,1,405,405,400,410,400,0,0,0,0,0,0,0,0,405,400,410,400,0,0,0,0,0,0,0,0,0,70,,,,,8,9,eol
56,0,31,Omaha Blue Falcons,Baseline League,Diaz,Eddie,,17,6,2,1998,56,Dominican Republic,50066,Miches,5,185,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,1,2,7,24,5,1,100,100,337,446,337,446,337,446,5,3,1,100,47,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.241,0,0,21,35,149,5,10500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,1,395,407,400,400,400,0,0,0,0,0,0,0,0,407,400,400,400,0,0,0,0,0,0,0,0,0,114,,,,,11,10,eol
588,0,25,Mesa Storm,Baseline League,Escamilla,Ross,,44,27,4,1998,206,The United States,21777,Dallas,5,174,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,1,0,3,8,4,1,100,100,393,383,393,383,393,383,5,3,1,100,69,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.223,0,0,15,49,134,5,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,1,399,403,400,405,400,0,0,0,0,0,0,0,0,403,400,405,400,0,0,0,0,0,0,0,0,0,160,,,,,2,9,eol
286,0,28,San Diego Millers,Baseline League,Grubb,Jay,,16,8,6,1998,206,The United States,85492,Waukesha,4,185,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,0,1,29,35,2,41,100,100,426,422,425,422,430,438,5,3,1,100,107,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.226,0,0,13,40,147,5,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,1,337,335,335,335,335,0,0,0,0,0,0,0,0,335,335,335,335,0,0,0,0,0,0,0,0,0,128,,,,,10,9,eol
261,0,24,Fresno Biscuits,Baseline League,Tobar,Jerry,,26,29,6,1998,206,The United States,11916,Brookville,5,184,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,2,0,33,51,39,22,100,100,447,420,447,420,447,420,5,3,1,100,53,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.241,0,0,11,40,130,5,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,1,351,340,350,350,350,0,0,0,0,0,0,0,0,340,360,360,360,0,0,0,0,0,0,0,0,0,107,,,,,11,9,eol
512,0,30,Oakland Air Riders,Baseline League,Branch,Joe,,18,24,12,1998,206,The United States,59475,Plano,4,184,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,0,2,13,7,5,20,100,100,437,325,437,325,437,325,5,3,1,100,162,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.236,0,0,12,63,135,5,5858000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,1,415,410,410,416,410,0,0,0,0,0,0,0,0,410,410,416,410,0,0,0,0,0,0,0,0,0,113,,,,,9,10,eol
259,0,23,Seattle Isotopes,Baseline League,Quinn,Ray,,2,6,11,1998,206,The United States,73300,Sharpes,4,182,200,1,1,13,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,0,0,16,23,3,19,100,100,483,428,482,428,483,432,5,3,1,100,151,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.228,0,0,8,39,148,5,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1,320,275,280,280,280,0,0,0,0,0,0,0,0,275,280,280,280,0,0,0,0,0,0,0,0,0,105,,,,,8,10,eol
51,0,2,New York Legends,Baseline League,Estrada,Jose,,5,3,3,1998,136,Nicaragua,75041,Somotillo,4,186,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,2,1,3,5,5,1,100,100,410,431,410,431,410,431,5,3,1,100,129,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.24,0,0,14,38,136,5,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,1,370,380,360,360,360,0,0,0,0,0,0,0,0,380,360,360,360,0,0,0,0,0,0,0,0,0,110,,,,,1,10,eol
155,0,2,New York Legends,Baseline League,Henderson,Paul,,24,12,8,1998,206,The United States,32688,Houston,4,197,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,1,9,14,5,9,100,100,421,389,421,389,421,389,5,3,1,100,70,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.235,0,0,13,47,143,5,4800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,1,385,410,400,400,400,0,0,0,0,0,0,0,0,410,400,400,400,0,0,0,0,0,0,0,0,0,109,,,,,7,10,eol
1644,0,2,New York Legends,Baseline League,Fall,Bobby,,19,6,2,1998,206,The United States,36890,Kankakee,4,201,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,0,1,1,1,1,1,100,100,383,483,383,483,383,483,5,3,1,100,48,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.238,0,0,16,28,150,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,1,371,340,360,360,360,0,0,0,0,0,0,0,0,340,360,360,360,0,0,0,0,0,0,0,0,0,102,,,,,11,11,eol
